Result1, Result2,   Result3,   Result
35.00,         2111.00,         136.00,         3
59.00,         2790.00,         415.00,         3
3.00,         89.00,         37.00,         1
57.00,         1347.00,         366.00,         1
22.00,         95.00,         32.00,         1
15.00,         329.00,         295.00,         1
7.00,         1864.00,         336.00,         1
76.00,         901.00,         439.00,         1
7.00,         2248.00,         54.00,         3
57.00,         2752.00,         103.00,         3
40.00,         3077.00,         393.00,         3
9.00,         2093.00,         382.00,         3
67.00,         3667.00,         388.00,         3
59.00,         1841.00,         43.00,         2
4.00,         1667.00,         110.00,         2
9.00,         2121.00,         217.00,         3
26.00,         1679.00,         416.00,         3
74.00,         3379.00,         279.00,         3
66.00,         137.00,         218.00,         1
36.00,         3897.00,         310.00,         3
24.00,         2922.00,         161.00,         3
69.00,         2164.00,         490.00,         3
18.00,         1258.00,         39.00,         2
25.00,         1830.00,         252.00,         2
41.00,         1636.00,         360.00,         2
6.00,         912.00,         283.00,         1
75.00,         2566.00,         193.00,         3
28.00,         2383.00,         27.00,         3
28.00,         1805.00,         29.00,         2
41.00,         694.00,         244.00,         1
17.00,         1816.00,         446.00,         1
24.00,         133.00,         211.00,         1
78.00,         1511.00,         341.00,         1
19.00,         872.00,         365.00,         1
27.00,         839.00,         103.00,         1
60.00,         148.00,         52.00,         1
7.00,         1604.00,         95.00,         2
39.00,         1813.00,         245.00,         2
78.00,         3294.00,         429.00,         3
59.00,         874.00,         403.00,         3
64.00,         249.00,         224.00,         1
63.00,         474.00,         198.00,         1
21.00,         1956.00,         319.00,         1
37.00,         2043.00,         52.00,         3
31.00,         542.00,         453.00,         3
11.00,         1812.00,         364.00,         3
30.00,         1857.00,         323.00,         3
39.00,         2451.00,         300.00,         3
73.00,         320.00,         480.00,         3
9.00,         2099.00,         395.00,         3
6.00,         1087.00,         238.00,         2
40.00,         816.00,         30.00,         1
56.00,         1095.00,         345.00,         1
47.00,         3422.00,         137.00,         3
25.00,         1829.00,         254.00,         2
54.00,         3937.00,         122.00,         3
68.00,         3551.00,         58.00,         3
63.00,         2838.00,         61.00,         3
31.00,         1911.00,         88.00,         2
39.00,         3449.00,         345.00,         3
70.00,         1693.00,         106.00,         2
41.00,         3490.00,         291.00,         3
38.00,         3946.00,         236.00,         3
39.00,         1852.00,         164.00,         2
6.00,         695.00,         472.00,         2
14.00,         1468.00,         437.00,         2
21.00,         2149.00,         309.00,         3
8.00,         174.00,         185.00,         1
14.00,         3746.00,         445.00,         3
26.00,         3145.00,         420.00,         3
20.00,         491.00,         429.00,         3
1.00,         1872.00,         9.00,         2
73.00,         200.00,         353.00,         1
15.00,         3533.00,         73.00,         3
15.00,         2386.00,         150.00,         3
9.00,         2100.00,         202.00,         3
26.00,         2508.00,         319.00,         3
32.00,         2629.00,         449.00,         3
65.00,         3304.00,         275.00,         3
34.00,         264.00,         38.00,         1
57.00,         1235.00,         255.00,         2
1.00,         2782.00,         465.00,         3
6.00,         152.00,         130.00,         1
2.00,         1804.00,         88.00,         2
79.00,         381.00,         294.00,         1
58.00,         3060.00,         252.00,         3
8.00,         3541.00,         434.00,         3
37.00,         2016.00,         282.00,         3
12.00,         3351.00,         339.00,         3
15.00,         3496.00,         147.00,         3
27.00,         962.00,         5.00,         1
23.00,         1727.00,         431.00,         1
64.00,         585.00,         93.00,         1
37.00,         3402.00,         177.00,         3
49.00,         109.00,         291.00,         1
7.00,         1461.00,         403.00,         1
64.00,         2314.00,         265.00,         3
65.00,         553.00,         401.00,         3
52.00,         307.00,         6.00,         1
46.00,         2054.00,         351.00,         3
44.00,         3931.00,         169.00,         3
37.00,         2254.00,         479.00,         3
62.00,         365.00,         175.00,         1
74.00,         2931.00,         456.00,         3
72.00,         491.00,         195.00,         1
21.00,         1552.00,         237.00,         2
68.00,         721.00,         221.00,         1
30.00,         528.00,         332.00,         1
62.00,         3844.00,         280.00,         3
6.00,         3941.00,         223.00,         3
41.00,         3830.00,         461.00,         3
7.00,         2360.00,         92.00,         3
5.00,         1579.00,         450.00,         3
17.00,         1142.00,         175.00,         2
64.00,         3050.00,         128.00,         3
10.00,         2874.00,         168.00,         3
73.00,         693.00,         409.00,         3
32.00,         381.00,         163.00,         1
43.00,         226.00,         173.00,         1
8.00,         370.00,         283.00,         1
65.00,         1440.00,         1.00,         2
62.00,         3818.00,         113.00,         3
57.00,         3458.00,         7.00,         3
23.00,         265.00,         251.00,         1
10.00,         1533.00,         318.00,         1
68.00,         2915.00,         115.00,         3
78.00,         1443.00,         344.00,         3
21.00,         1920.00,         340.00,         3
11.00,         2740.00,         270.00,         3
1.00,         3075.00,         115.00,         3
4.00,         273.00,         336.00,         1
77.00,         1941.00,         136.00,         2
39.00,         3594.00,         280.00,         3
18.00,         2115.00,         290.00,         3
69.00,         3629.00,         243.00,         3
26.00,         2649.00,         191.00,         3
19.00,         419.00,         245.00,         1
72.00,         698.00,         56.00,         1
24.00,         1159.00,         248.00,         2
58.00,         3417.00,         192.00,         3
15.00,         1024.00,         376.00,         3
48.00,         2448.00,         42.00,         3
4.00,         2778.00,         493.00,         3
59.00,         1094.00,         225.00,         2
2.00,         1336.00,         436.00,         2
39.00,         3487.00,         479.00,         3
31.00,         1879.00,         361.00,         3
7.00,         745.00,         250.00,         1
74.00,         1932.00,         393.00,         1
6.00,         32.00,         257.00,         1
52.00,         2184.00,         240.00,         3
45.00,         1172.00,         261.00,         2
13.00,         3452.00,         43.00,         3
61.00,         3396.00,         209.00,         3
43.00,         1509.00,         335.00,         3
48.00,         250.00,         413.00,         1
1.00,         3780.00,         271.00,         3
14.00,         1297.00,         29.00,         2
79.00,         2358.00,         392.00,         3
70.00,         317.00,         313.00,         3
8.00,         804.00,         344.00,         3
76.00,         3195.00,         163.00,         3
19.00,         1652.00,         212.00,         2
68.00,         2977.00,         318.00,         3
29.00,         3542.00,         60.00,         3
6.00,         2734.00,         57.00,         3
49.00,         1335.00,         137.00,         2
1.00,         3617.00,         25.00,         3
64.00,         144.00,         450.00,         1
54.00,         3977.00,         322.00,         3
56.00,         1007.00,         59.00,         2
76.00,         1609.00,         317.00,         2
29.00,         1137.00,         227.00,         2
60.00,         3026.00,         79.00,         3
6.00,         2077.00,         209.00,         3
76.00,         140.00,         36.00,         1
68.00,         1553.00,         442.00,         1
75.00,         191.00,         145.00,         1
41.00,         2325.00,         251.00,         3
61.00,         1142.00,         424.00,         3
64.00,         1322.00,         99.00,         2
53.00,         3450.00,         110.00,         3
48.00,         3720.00,         490.00,         3
45.00,         196.00,         264.00,         1
2.00,         3433.00,         286.00,         3
6.00,         2134.00,         443.00,         3
48.00,         3946.00,         176.00,         3
37.00,         3413.00,         424.00,         3
25.00,         875.00,         488.00,         3
3.00,         2518.00,         63.00,         3
23.00,         3569.00,         124.00,         3
50.00,         142.00,         94.00,         1
41.00,         2944.00,         174.00,         3
73.00,         3931.00,         403.00,         3
54.00,         873.00,         126.00,         1
31.00,         3140.00,         431.00,         3
5.00,         3238.00,         33.00,         3
18.00,         3485.00,         193.00,         3
3.00,         1042.00,         235.00,         2
66.00,         172.00,         476.00,         1
51.00,         2057.00,         239.00,         3
27.00,         1629.00,         50.00,         2
65.00,         1440.00,         468.00,         2
8.00,         2659.00,         272.00,         3
24.00,         3787.00,         256.00,         3
33.00,         3587.00,         180.00,         3
17.00,         1359.00,         330.00,         3
61.00,         2253.00,         195.00,         3
44.00,         3011.00,         254.00,         3
59.00,         155.00,         161.00,         1
78.00,         159.00,         467.00,         1
41.00,         572.00,         347.00,         1
27.00,         782.00,         225.00,         1
43.00,         3250.00,         487.00,         3
76.00,         1513.00,         318.00,         3
70.00,         3563.00,         34.00,         3
43.00,         1367.00,         297.00,         2
37.00,         3346.00,         315.00,         3
75.00,         749.00,         81.00,         1
77.00,         1359.00,         347.00,         1
8.00,         2249.00,         349.00,         3
11.00,         265.00,         443.00,         1
60.00,         1939.00,         34.00,         2
48.00,         3124.00,         173.00,         3
46.00,         1792.00,         232.00,         2
19.00,         2339.00,         393.00,         3
16.00,         13.00,         327.00,         1
62.00,         3734.00,         227.00,         3
2.00,         1522.00,         176.00,         2
65.00,         852.00,         120.00,         1
9.00,         2572.00,         143.00,         3
70.00,         782.00,         114.00,         1
12.00,         2145.00,         349.00,         3
37.00,         3814.00,         353.00,         3
9.00,         727.00,         66.00,         1
31.00,         330.00,         57.00,         1
21.00,         2517.00,         69.00,         3
25.00,         3130.00,         9.00,         3
16.00,         663.00,         404.00,         3
73.00,         3104.00,         41.00,         3
37.00,         1693.00,         42.00,         2
3.00,         620.00,         62.00,         1
13.00,         2473.00,         135.00,         3
57.00,         822.00,         221.00,         1
30.00,         1927.00,         176.00,         2
28.00,         893.00,         165.00,         1
65.00,         2780.00,         253.00,         3
36.00,         507.00,         322.00,         3
29.00,         3095.00,         114.00,         3
77.00,         2397.00,         104.00,         3
73.00,         2152.00,         162.00,         3
3.00,         3672.00,         109.00,         3
79.00,         1890.00,         129.00,         2
10.00,         727.00,         321.00,         2
62.00,         612.00,         27.00,         1
27.00,         1608.00,         481.00,         1
4.00,         3577.00,         317.00,         3
30.00,         2675.00,         201.00,         3
49.00,         1422.00,         372.00,         3
19.00,         917.00,         274.00,         1
50.00,         2522.00,         463.00,         3
26.00,         1790.00,         310.00,         3
43.00,         1068.00,         186.00,         2
51.00,         3367.00,         123.00,         3
49.00,         2375.00,         306.00,         3
69.00,         2525.00,         483.00,         3
44.00,         3169.00,         252.00,         3
68.00,         932.00,         249.00,         1
7.00,         2503.00,         297.00,         3
40.00,         428.00,         232.00,         1
55.00,         3551.00,         457.00,         3
62.00,         3605.00,         278.00,         3
43.00,         1941.00,         211.00,         2
65.00,         3711.00,         303.00,         3
16.00,         383.00,         280.00,         1
9.00,         3940.00,         163.00,         3
65.00,         399.00,         215.00,         1
38.00,         3210.00,         498.00,         3
14.00,         3327.00,         8.00,         3
47.00,         2839.00,         248.00,         3
60.00,         3681.00,         386.00,         3
67.00,         3117.00,         157.00,         3
74.00,         3802.00,         496.00,         3
77.00,         5.00,         371.00,         1
26.00,         2868.00,         259.00,         3
44.00,         2449.00,         12.00,         3
77.00,         323.00,         15.00,         1
54.00,         1071.00,         31.00,         2
70.00,         604.00,         154.00,         1
3.00,         829.00,         256.00,         1
14.00,         486.00,         156.00,         1
39.00,         2031.00,         176.00,         3
45.00,         2967.00,         359.00,         3
10.00,         690.00,         69.00,         1
18.00,         452.00,         157.00,         1
57.00,         539.00,         87.00,         1
28.00,         3612.00,         82.00,         3
51.00,         2025.00,         347.00,         3
5.00,         2276.00,         300.00,         3
24.00,         3923.00,         381.00,         3
42.00,         727.00,         376.00,         3
40.00,         107.00,         132.00,         1
31.00,         552.00,         218.00,         1
76.00,         38.00,         246.00,         1
56.00,         3441.00,         452.00,         3
9.00,         3997.00,         187.00,         3
30.00,         3776.00,         161.00,         3
24.00,         2649.00,         14.00,         3
8.00,         1032.00,         351.00,         3
21.00,         3025.00,         196.00,         3
18.00,         310.00,         416.00,         3
49.00,         449.00,         1.00,         1
79.00,         1909.00,         476.00,         1
40.00,         1518.00,         6.00,         2
38.00,         2342.00,         207.00,         3
21.00,         2480.00,         487.00,         3
18.00,         3120.00,         174.00,         3
18.00,         317.00,         316.00,         3
61.00,         1918.00,         20.00,         2
14.00,         3380.00,         13.00,         3
41.00,         2669.00,         104.00,         3
33.00,         3018.00,         203.00,         3
11.00,         1172.00,         411.00,         3
54.00,         2568.00,         249.00,         3
0.00,         1530.00,         14.00,         2
1.00,         3617.00,         302.00,         3
24.00,         602.00,         278.00,         1
62.00,         2363.00,         66.00,         3
17.00,         3088.00,         23.00,         3
69.00,         416.00,         176.00,         1
27.00,         396.00,         58.00,         1
68.00,         3726.00,         206.00,         3
4.00,         607.00,         139.00,         1
62.00,         1694.00,         385.00,         1
24.00,         990.00,         9.00,         1
77.00,         3567.00,         53.00,         3
76.00,         1205.00,         490.00,         3
69.00,         3468.00,         314.00,         3
55.00,         177.00,         393.00,         1
64.00,         2460.00,         110.00,         3
51.00,         3889.00,         132.00,         3
14.00,         2938.00,         447.00,         3
26.00,         3128.00,         385.00,         3
50.00,         3118.00,         369.00,         3
23.00,         3500.00,         121.00,         3
58.00,         3965.00,         417.00,         3
38.00,         1669.00,         164.00,         2
58.00,         1542.00,         220.00,         2
8.00,         3137.00,         57.00,         3
37.00,         767.00,         159.00,         1
32.00,         1168.00,         262.00,         2
36.00,         539.00,         349.00,         2
5.00,         255.00,         488.00,         1
77.00,         3052.00,         31.00,         3
62.00,         3213.00,         19.00,         3
37.00,         1289.00,         197.00,         2
29.00,         166.00,         471.00,         1
75.00,         3.00,         120.00,         1
69.00,         3979.00,         76.00,         3
5.00,         3795.00,         144.00,         3
34.00,         1598.00,         69.00,         2
0.00,         1283.00,         94.00,         2
29.00,         972.00,         126.00,         1
40.00,         324.00,         387.00,         1
31.00,         3213.00,         140.00,         3
62.00,         837.00,         122.00,         1
36.00,         1622.00,         473.00,         1
11.00,         143.00,         455.00,         1
49.00,         3276.00,         434.00,         3
73.00,         3558.00,         57.00,         3
18.00,         94.00,         210.00,         1
7.00,         1580.00,         61.00,         2
57.00,         973.00,         17.00,         1
37.00,         2283.00,         5.00,         3
33.00,         2519.00,         330.00,         3
18.00,         1434.00,         246.00,         2
23.00,         601.00,         440.00,         2
32.00,         2107.00,         256.00,         3
11.00,         2025.00,         194.00,         3
78.00,         1106.00,         171.00,         2
8.00,         1963.00,         229.00,         2
63.00,         2397.00,         408.00,         3
69.00,         496.00,         287.00,         1
62.00,         2056.00,         38.00,         3
9.00,         1237.00,         427.00,         3
62.00,         183.00,         136.00,         1
19.00,         1663.00,         38.00,         2
68.00,         1081.00,         15.00,         2
28.00,         1641.00,         482.00,         2
14.00,         2560.00,         224.00,         3
23.00,         1686.00,         479.00,         3
56.00,         1993.00,         275.00,         2
32.00,         603.00,         16.00,         1
75.00,         3709.00,         362.00,         3
11.00,         526.00,         192.00,         1
27.00,         1231.00,         415.00,         1
71.00,         332.00,         473.00,         1
56.00,         654.00,         275.00,         1
74.00,         1649.00,         308.00,         1
62.00,         997.00,         160.00,         1
6.00,         1746.00,         112.00,         2
9.00,         2026.00,         390.00,         3
24.00,         2868.00,         439.00,         3
20.00,         2612.00,         392.00,         3
72.00,         1735.00,         100.00,         2
12.00,         3963.00,         497.00,         3
73.00,         161.00,         263.00,         1
42.00,         3331.00,         418.00,         3
4.00,         1941.00,         403.00,         3
3.00,         640.00,         125.00,         1
27.00,         2626.00,         434.00,         3
32.00,         2511.00,         184.00,         3
18.00,         3570.00,         46.00,         3
0.00,         1196.00,         62.00,         2
55.00,         2215.00,         499.00,         3
15.00,         3675.00,         305.00,         3
36.00,         2220.00,         294.00,         3
38.00,         2992.00,         437.00,         3
41.00,         3874.00,         271.00,         3
72.00,         3522.00,         264.00,         3
50.00,         3541.00,         232.00,         3
55.00,         1604.00,         309.00,         3
61.00,         3925.00,         372.00,         3
40.00,         1652.00,         61.00,         2
20.00,         1170.00,         47.00,         2
21.00,         898.00,         226.00,         1
57.00,         1599.00,         210.00,         2
4.00,         211.00,         82.00,         1
21.00,         2088.00,         354.00,         3
25.00,         1667.00,         335.00,         3
26.00,         990.00,         141.00,         1
10.00,         749.00,         249.00,         1
75.00,         28.00,         430.00,         1
7.00,         2271.00,         63.00,         3
50.00,         2570.00,         277.00,         3
41.00,         1655.00,         388.00,         3
48.00,         2687.00,         308.00,         3
32.00,         2255.00,         415.00,         3
27.00,         1645.00,         203.00,         2
41.00,         3911.00,         493.00,         3
1.00,         1818.00,         236.00,         2
12.00,         1717.00,         437.00,         2
54.00,         2622.00,         288.00,         3
18.00,         775.00,         222.00,         1
21.00,         2362.00,         322.00,         3
60.00,         1421.00,         62.00,         2
64.00,         1822.00,         441.00,         2
50.00,         2262.00,         498.00,         3
54.00,         1765.00,         80.00,         2
34.00,         3995.00,         357.00,         3
50.00,         466.00,         364.00,         3
64.00,         2607.00,         447.00,         3
61.00,         687.00,         119.00,         1
63.00,         2230.00,         47.00,         3
22.00,         1841.00,         475.00,         3
69.00,         1173.00,         465.00,         3
24.00,         3761.00,         260.00,         3
4.00,         1256.00,         8.00,         2
34.00,         3274.00,         312.00,         3
51.00,         1932.00,         236.00,         2
43.00,         1204.00,         390.00,         2
71.00,         2202.00,         347.00,         3
49.00,         3764.00,         272.00,         3
40.00,         945.00,         310.00,         3
29.00,         2363.00,         427.00,         3
0.00,         1767.00,         438.00,         3
37.00,         3331.00,         219.00,         3
6.00,         3839.00,         88.00,         3
5.00,         3428.00,         267.00,         3
52.00,         3225.00,         366.00,         3
75.00,         1219.00,         311.00,         3
34.00,         2659.00,         462.00,         3
13.00,         1790.00,         410.00,         3
41.00,         2539.00,         293.00,         3
43.00,         1664.00,         221.00,         2
50.00,         3486.00,         145.00,         3
37.00,         2755.00,         199.00,         3
38.00,         74.00,         235.00,         1
23.00,         2695.00,         459.00,         3
30.00,         2218.00,         440.00,         3
36.00,         1429.00,         430.00,         3
39.00,         1451.00,         144.00,         2
79.00,         609.00,         201.00,         1
70.00,         3116.00,         319.00,         3
47.00,         1637.00,         38.00,         2
75.00,         561.00,         436.00,         2
40.00,         2721.00,         412.00,         3
59.00,         648.00,         118.00,         1
76.00,         3675.00,         360.00,         3
38.00,         2239.00,         241.00,         3
58.00,         3497.00,         456.00,         3
34.00,         178.00,         89.00,         1
28.00,         3520.00,         215.00,         3
6.00,         2363.00,         15.00,         3
65.00,         2991.00,         409.00,         3
3.00,         3477.00,         298.00,         3
19.00,         495.00,         165.00,         1
70.00,         420.00,         22.00,         1
22.00,         45.00,         238.00,         1
5.00,         716.00,         413.00,         1
15.00,         207.00,         299.00,         1
54.00,         1375.00,         74.00,         2
42.00,         1861.00,         249.00,         2
11.00,         3644.00,         351.00,         3
68.00,         1235.00,         262.00,         2
19.00,         3667.00,         87.00,         3
41.00,         3815.00,         264.00,         3
25.00,         870.00,         355.00,         3
53.00,         2383.00,         115.00,         3
72.00,         730.00,         23.00,         1
64.00,         700.00,         187.00,         1
29.00,         1241.00,         452.00,         1
32.00,         145.00,         28.00,         1
9.00,         87.00,         55.00,         1
25.00,         691.00,         495.00,         1
56.00,         3882.00,         427.00,         3
29.00,         3352.00,         352.00,         3
58.00,         2131.00,         312.00,         3
3.00,         800.00,         405.00,         3
75.00,         876.00,         88.00,         1
18.00,         3108.00,         99.00,         3
62.00,         3389.00,         147.00,         3
14.00,         2962.00,         274.00,         3
27.00,         3741.00,         38.00,         3
79.00,         1681.00,         454.00,         3
73.00,         3137.00,         165.00,         3
45.00,         3395.00,         402.00,         3
20.00,         2059.00,         399.00,         3
76.00,         3731.00,         49.00,         3
72.00,         1305.00,         254.00,         2
38.00,         1493.00,         119.00,         2
42.00,         2697.00,         463.00,         3
39.00,         3420.00,         88.00,         3
60.00,         2915.00,         404.00,         3
56.00,         3640.00,         95.00,         3
74.00,         157.00,         348.00,         1
36.00,         3353.00,         442.00,         3
4.00,         3034.00,         40.00,         3
39.00,         3485.00,         54.00,         3
1.00,         2276.00,         496.00,         3
36.00,         97.00,         476.00,         1
31.00,         3761.00,         470.00,         3
57.00,         736.00,         320.00,         3
16.00,         2638.00,         61.00,         3
49.00,         559.00,         28.00,         1
30.00,         1290.00,         83.00,         2
63.00,         3583.00,         201.00,         3
59.00,         2308.00,         296.00,         3
48.00,         2440.00,         460.00,         3
37.00,         295.00,         23.00,         1
58.00,         3600.00,         143.00,         3
76.00,         2115.00,         236.00,         3
15.00,         628.00,         393.00,         3
45.00,         3224.00,         186.00,         3
32.00,         290.00,         45.00,         1
70.00,         3984.00,         489.00,         3
4.00,         3230.00,         190.00,         3
3.00,         1152.00,         177.00,         2
30.00,         1469.00,         288.00,         2
28.00,         251.00,         229.00,         1
59.00,         2036.00,         231.00,         3
41.00,         2015.00,         251.00,         3
56.00,         200.00,         65.00,         1
56.00,         3800.00,         74.00,         3
34.00,         3585.00,         28.00,         3
66.00,         1976.00,         100.00,         2
51.00,         1455.00,         41.00,         2
60.00,         1886.00,         487.00,         2
75.00,         324.00,         498.00,         2
49.00,         2443.00,         169.00,         3
61.00,         1181.00,         466.00,         3
0.00,         3002.00,         328.00,         3
18.00,         3546.00,         331.00,         3
75.00,         3360.00,         462.00,         3
20.00,         1180.00,         406.00,         3
58.00,         3348.00,         83.00,         3
71.00,         296.00,         398.00,         1
30.00,         2155.00,         17.00,         3
73.00,         3451.00,         147.00,         3
27.00,         467.00,         216.00,         1
50.00,         3629.00,         59.00,         3
62.00,         3570.00,         309.00,         3
61.00,         749.00,         48.00,         1
15.00,         2708.00,         354.00,         3
17.00,         2374.00,         301.00,         3
60.00,         660.00,         496.00,         3
6.00,         3967.00,         173.00,         3
45.00,         868.00,         420.00,         3
31.00,         3400.00,         458.00,         3
47.00,         680.00,         443.00,         3
28.00,         2969.00,         297.00,         3
78.00,         2378.00,         248.00,         3
49.00,         803.00,         196.00,         1
62.00,         3443.00,         18.00,         3
72.00,         1840.00,         142.00,         2
12.00,         298.00,         228.00,         1
67.00,         1678.00,         71.00,         2
45.00,         828.00,         431.00,         2
77.00,         1763.00,         253.00,         2
64.00,         3637.00,         434.00,         3
22.00,         390.00,         222.00,         1
25.00,         2858.00,         337.00,         3
51.00,         635.00,         186.00,         1
31.00,         2314.00,         257.00,         3
53.00,         3385.00,         212.00,         3
13.00,         1209.00,         361.00,         3
73.00,         1203.00,         88.00,         2
59.00,         1290.00,         131.00,         2
29.00,         270.00,         365.00,         1
75.00,         1505.00,         149.00,         2
79.00,         2082.00,         253.00,         3
56.00,         3602.00,         251.00,         3
71.00,         97.00,         67.00,         1
52.00,         3059.00,         437.00,         3
51.00,         451.00,         352.00,         3
74.00,         1171.00,         284.00,         2
31.00,         2058.00,         269.00,         3
79.00,         2421.00,         473.00,         3
21.00,         3269.00,         416.00,         3
60.00,         898.00,         273.00,         1
1.00,         3751.00,         232.00,         3
61.00,         3854.00,         432.00,         3
44.00,         654.00,         193.00,         1
18.00,         3200.00,         259.00,         3
49.00,         127.00,         260.00,         1
58.00,         1645.00,         229.00,         2
44.00,         173.00,         141.00,         1
40.00,         2613.00,         8.00,         3
65.00,         3688.00,         225.00,         3
73.00,         3113.00,         439.00,         3
15.00,         2938.00,         440.00,         3
40.00,         798.00,         352.00,         3
43.00,         3262.00,         305.00,         3
79.00,         2587.00,         233.00,         3
24.00,         1559.00,         25.00,         2
16.00,         2150.00,         248.00,         3
33.00,         3818.00,         486.00,         3
4.00,         3907.00,         270.00,         3
39.00,         2.00,         400.00,         1
41.00,         2820.00,         314.00,         3
41.00,         3040.00,         185.00,         3
55.00,         937.00,         25.00,         1
75.00,         1672.00,         472.00,         1
60.00,         1510.00,         153.00,         2
36.00,         1418.00,         9.00,         2
31.00,         3054.00,         296.00,         3
60.00,         3703.00,         200.00,         3
1.00,         1706.00,         343.00,         3
51.00,         1023.00,         28.00,         2
22.00,         1430.00,         162.00,         2
79.00,         2613.00,         267.00,         3
76.00,         303.00,         391.00,         3
47.00,         2064.00,         80.00,         3
11.00,         1255.00,         461.00,         3
1.00,         1751.00,         360.00,         3
71.00,         2416.00,         296.00,         3
52.00,         905.00,         149.00,         1
4.00,         3358.00,         11.00,         3
59.00,         1464.00,         333.00,         3
33.00,         212.00,         398.00,         1
46.00,         1085.00,         207.00,         2
8.00,         3874.00,         395.00,         3
70.00,         838.00,         73.00,         1
18.00,         2539.00,         20.00,         3
56.00,         2511.00,         417.00,         3
42.00,         2717.00,         476.00,         3
38.00,         1901.00,         122.00,         2
38.00,         3008.00,         164.00,         3
21.00,         71.00,         218.00,         1
48.00,         1782.00,         14.00,         2
56.00,         2329.00,         239.00,         3
48.00,         286.00,         78.00,         1
73.00,         3893.00,         262.00,         3
19.00,         3668.00,         380.00,         3
47.00,         1157.00,         38.00,         2
54.00,         1732.00,         142.00,         2
34.00,         3271.00,         272.00,         3
12.00,         3840.00,         245.00,         3
73.00,         3073.00,         314.00,         3
69.00,         49.00,         433.00,         1
75.00,         1781.00,         23.00,         2
11.00,         3005.00,         19.00,         3
72.00,         1933.00,         324.00,         3
35.00,         3323.00,         467.00,         3
56.00,         3405.00,         173.00,         3
6.00,         3982.00,         342.00,         3
48.00,         659.00,         286.00,         1
30.00,         110.00,         473.00,         1
34.00,         1977.00,         376.00,         1
79.00,         2319.00,         396.00,         3
2.00,         3737.00,         208.00,         3
9.00,         3134.00,         54.00,         3
73.00,         228.00,         263.00,         1
8.00,         1459.00,         309.00,         1
48.00,         2571.00,         365.00,         3
0.00,         363.00,         454.00,         3
10.00,         2261.00,         94.00,         3
11.00,         3477.00,         498.00,         3
70.00,         3243.00,         105.00,         3
29.00,         2719.00,         87.00,         3
55.00,         312.00,         142.00,         1
77.00,         3760.00,         71.00,         3
17.00,         3313.00,         332.00,         3
50.00,         3795.00,         129.00,         3
0.00,         3666.00,         376.00,         3
40.00,         3710.00,         442.00,         3
14.00,         1567.00,         164.00,         2
16.00,         3354.00,         366.00,         3
76.00,         1299.00,         140.00,         2
58.00,         876.00,         74.00,         1
22.00,         2294.00,         435.00,         3
79.00,         1456.00,         119.00,         2
14.00,         626.00,         25.00,         1
50.00,         1569.00,         412.00,         1
29.00,         3005.00,         95.00,         3
61.00,         2011.00,         244.00,         3
34.00,         472.00,         11.00,         1
3.00,         2891.00,         321.00,         3
13.00,         236.00,         337.00,         1
66.00,         2754.00,         423.00,         3
7.00,         679.00,         132.00,         1
5.00,         1069.00,         448.00,         1
18.00,         2538.00,         451.00,         3
32.00,         1567.00,         436.00,         3
72.00,         2803.00,         274.00,         3
23.00,         448.00,         261.00,         1
9.00,         2150.00,         485.00,         3
21.00,         3087.00,         459.00,         3
43.00,         3969.00,         497.00,         3
76.00,         1124.00,         315.00,         3
28.00,         2749.00,         146.00,         3
11.00,         602.00,         18.00,         1
29.00,         1441.00,         294.00,         2
66.00,         2924.00,         363.00,         3
25.00,         1408.00,         327.00,         3
63.00,         3656.00,         474.00,         3
40.00,         1660.00,         103.00,         2
53.00,         2616.00,         291.00,         3
4.00,         2629.00,         173.00,         3
36.00,         2412.00,         476.00,         3
29.00,         3771.00,         300.00,         3
73.00,         5.00,         63.00,         1
35.00,         3271.00,         306.00,         3
17.00,         1298.00,         477.00,         3
10.00,         3322.00,         233.00,         3
79.00,         2813.00,         488.00,         3
3.00,         3675.00,         245.00,         3
53.00,         2958.00,         333.00,         3
76.00,         2929.00,         315.00,         3
67.00,         1870.00,         487.00,         3
74.00,         3762.00,         118.00,         3
2.00,         2084.00,         350.00,         3
49.00,         1365.00,         101.00,         2
47.00,         3109.00,         289.00,         3
4.00,         1271.00,         310.00,         3
54.00,         3534.00,         360.00,         3
44.00,         995.00,         170.00,         1
79.00,         1591.00,         240.00,         2
8.00,         2448.00,         170.00,         3
9.00,         3316.00,         170.00,         3
4.00,         2034.00,         404.00,         3
71.00,         766.00,         168.00,         1
52.00,         402.00,         115.00,         1
55.00,         160.00,         275.00,         1
19.00,         3309.00,         200.00,         3
38.00,         1419.00,         317.00,         3
62.00,         1626.00,         481.00,         3
58.00,         2543.00,         294.00,         3
27.00,         1872.00,         97.00,         2
48.00,         1154.00,         193.00,         2
18.00,         529.00,         482.00,         2
46.00,         2657.00,         395.00,         3
68.00,         2838.00,         441.00,         3
6.00,         1133.00,         274.00,         2
78.00,         2207.00,         444.00,         3
20.00,         2841.00,         472.00,         3
42.00,         2222.00,         37.00,         3
13.00,         2141.00,         362.00,         3
60.00,         3729.00,         446.00,         3
62.00,         3526.00,         194.00,         3
58.00,         745.00,         123.00,         1
18.00,         479.00,         440.00,         1
23.00,         768.00,         325.00,         1
60.00,         1803.00,         488.00,         1
37.00,         3544.00,         34.00,         3
67.00,         220.00,         125.00,         1
11.00,         435.00,         312.00,         1
68.00,         2279.00,         429.00,         3
